MCS
28
28
28
28
28
28
26
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
26
26
26
26
26
26
26
26
26
28
28
28
28
28
28
28
28
26
26
26
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
26
24
22
22
22
22
22
24
24
24
24
24
24
24
24
24
24
22
22
24
26
26
26
24
24
24
24
24
24
24
22
22
24
24
24
22
22
22
22
22
22
22
22
22
22
22
22
22
24
24
26
26
26
26
26
24
24
24
22
24
22
24
22
22
22
22
22
22
24
24
24
24
24
24
24
24
24
22
24
24
24
24
24
22
20
18
20
20
20
18
18
18
20
18
20
20
20
22
26
26
26
26
24
26
26
26
24
26
26
26
26
26
26
26
26
24
24
22
22
22
22
22
22
22
22
20
20
20
20
18
20
20
18
18
20
20
20
18
18
18
13
13
13
13
13
11
11
13
13
13
13
13
13
15
15
15
15
18
18
18
18
18
18
15
15
18
18
18
20
20
20
20
20
20
18
18
18
15
15
15
18
18
18
20
22
22
22
22
24
24
24
26
24
24
24
24
24
24
24
24
24
24
26
26
26
26
26
26
26
26
24
26
26
26
26
26
24
26
26
26
24
24
24
24
26
26
26
26
26
26
26
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
22
22
22
22
22
22
20
20
20
22
22
20
20
20
20
20
20
20
20
18
18
18
18
18
18
18
18
18
18
20
18
18
18
18
18
18
18
18
18
18
18
18
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
20
18
18
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
15
13
13
13
13
13
13
13
13
13
13
13
15
15
15
15
15
15
13
13
13
13
11
13
13
15
15
15
13
13
13
15
15
15
15
15
18
15
15
15
15
15
13
13
13
13
13
13
15
18
18
18
22
24
24
24
24
24
24
24
22
22
22
22
22
22
22
24
22
22
24
24
24
26
26
26
26
26
26
26
26
26
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
26
26
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
28
26
28
28
26
28
28
28
28
28
28
28
28
28
26
26
26
26
26
26
26
26
26
26
26
26
28
28
28
26
28
28
28
28
26
26
28
28
28
28
28
28
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
26
24
26
26
26
26
26
26
26
24
24
24
26
24
24
24
22
24
22
22
22
22
22
22
20
22
22
22
22
22
22
22
22
22
22
20
20
20
24
24
24
24
24
24
24
24
22
24
24
24
24
24
22
22
22
22
22
22
22
22
24
24
22
22
24
24
24
24
24
24
22
24
24
24
24
24
24
24
24
22
24
22
22
24
22
22
22
20
20
20
22
24
24
24
24
24
22
22
22
22
24
24
24
24
24
24
24
24
26
26
26
26
24
24
24
26
26
