SINR
11.2411
11.5698
11.0103
10.8077
12.5359
12.5058
12.7688
12.7261
12.7659
9.88471
12.0042
12.1824
11.9863
12.4427
12.5006
12.24
12.1809
12.8578
13.2894
14.4791
15.2139
16.174
16.2953
16.4954
17.6308
17.5589
17.2602
17.7802
18.2025
18.53
19.066
18.9344
19.5586
19.6318
19.5317
19.6165
19.1322
19.1652
20.1322
19.1714
20.0333
20.3033
19.9922
19.7073
19.5205
19.6006
19.2989
19.1738
18.6956
18.5561
18.1751
16.242
16.2484
16.3816
18.8983
18.9464
18.1061
18.727
18.6032
18.0371
18.2378
18.2996
18.2226
17.9359
17.7651
18.1884
18.315
19.2804
18.7719
19.141
18.9576
18.8571
18.807
18.0415
18.1922
18.1549
18.9769
19.7499
19.8172
20.9079
20.2252
22.2817
22.4251
22.0899
22.1874
21.9003
21.9314
22.0884
20.5884
20.2484
20.1368
20.6973
20.8038
20.8856
20.6313
20.8398
20.4253
20.3727
20.2909
20.0514
20.2687
20.5634
20.4142
20.086
20.1429
19.7829
19.4483
19.3229
18.1154
18.3748
18.5354
19.8546
20.2823
20.1543
20.0006
19.9783
20.1656
19.9683
18.8732
19.2848
18.5352
18.9248
17.855
19.8276
19.7175
19.844
19.9523
19.7814
19.9854
18.8027
18.9039
17.9285
17.8632
18.0397
18.0742
18.5956
18.6792
18.8898
18.8174
18.4776
18.6637
18.8313
18.6226
18.1255
18.0504
18.0639
17.9783
18.0935
17.0844
17.9269
17.7991
18.1231
18.3036
17.8975
17.3652
17.1308
17.0274
17.3098
18.9304
18.7563
18.1092
18.0192
18.1386
17.674
17.8947
17.9025
18.1974
18.3695
18.8035
18.9116
20.1265
20.3279
20.3325
20.5898
20.3678
20.2107
20.063
20.0816
19.7695
20.0144
20.2014
20.4896
20.3022
20.3072
20.3792
20.2486
20.2437
18.7083
18.4842
17.8505
20.3041
20.554
21.0537
21.5142
21.774
21.6223
21.4388
21.6328
21.7495
21.9033
22.5458
21.0547
21.0658
21.4787
21.5196
21.5313
21.3583
21.2599
21.9079
21.9264
21.0182
21.0187
20.3392
20.3532
19.6697
19.9399
17.9438
17.0019
17.2201
17.7958
17.6714
17.7261
18.1867
18.4116
19.3079
19.6668
19.9433
20.8631
20.8321
20.4218
20.3831
20.3196
20.5386
20.9034
21.1314
21.3942
21.337
20.3649
19.5293
19.3068
21.4232
19.8234
19.6879
18.8248
18.6911
18.6657
19.723
17.3715
15.2986
13.0675
13.5349
13.2673
14.0362
14.3379
14.1826
13.9984
13.8468
14.0114
14.1974
14.1441
14.2872
14.2056
13.5488
11.8147
11.3378
12.3226
11.0042
9.92116
10.2121
11.28
10.7247
11.1975
12.0546
12.2052
10.4295
10.1514
12.8789
12.791
12.818
13.4824
13.8738
14.1025
13.2016
13.1784
12.977
11.8988
12.2909
12.5516
12.3282
13.657
13.7383
13.6942
14.5075
15.2914
15.1144
14.991
14.7239
12.5753
12.7483
12.5367
12.9158
12.9445
13.417
13.2641
13.1138
12.9987
13.119
12.5859
12.4017
12.6306
11.8144
12.3043
11.9518
11.8296
11.6102
11.3945
11.6353
11.7566
12.5074
12.5855
12.6552
14.994
15.1394
15.0197
15.2315
15.0016
15.0514
14.7618
14.7265
15.825
13.5507
12.0234
12.1459
12.4356
12.1474
12.1782
12.0726
12.4008
12.4714
12.2804
12.3565
13.2221
12.9435
12.5882
12.9574
12.8618
13.2189
13.6585
14.0445
13.8423
13.6667
13.3478
13.1592
13.0673
12.9127
12.9036
13.4755
13.4573
13.5702
13.2435
12.6819
12.5612
12.6315
12.6775
12.5703
12.5384
12.9492
12.9643
13.0422
13.0431
12.9839
13.8529
14.1016
12.1057
10.8357
12.6447
12.3474
12.5686
12.8465
9.7265
9.92094
9.50368
9.5874
9.51736
9.61196
9.31976
9.46799
9.42208
9.26436
9.02563
8.99469
10.0422
10.1995
10.2474
10.2515
10.4298
10.2778
10.4382
10.3769
10.6647
10.6943
10.426
10.7382
10.5677
10.2918
10.374
9.64172
9.42975
9.18047
9.8676
9.97851
10.1121
9.93522
10.8894
10.8351
10.836
10.7152
10.4791
11.1562
10.8562
10.9561
11.0716
10.7861
10.7178
9.54528
7.74769
8.61735
8.47904
8.40019
8.7051
8.27156
9.54523
9.72942
9.63251
8.9192
8.85658
9.05494
9.15734
9.13053
8.89756
9.76064
9.63834
9.75098
12.9622
12.4242
12.5982
15.3419
15.1739
15.3694
15.3455
15.4079
14.7701
14.4052
16.122
16.3515
16.3849
16.4008
16.2595
16.8907
17.0457
20.0633
20.29
20.723
20.5414
20.709
21.0043
20.9721
20.5205
20.3405
19.6762
18.5446
18.7574
19.6193
19.7694
19.8229
18.0657
19.1378
19.1897
21.8597
21.6608
22.0318
21.9946
21.8728
21.6939
20.9235
21.0423
19.4646
18.8666
20.1855
21.7166
22.0051
23.004
22.5212
23.3692
23.7554
23.3762
23.3769
23.3942
23.6248
24.1811
23.4781
23.3763
23.2648
23.7654
24.1098
22.7132
22.6879
22.3157
22.181
22.1993
22.3484
22.1434
21.8603
21.8233
21.8672
21.9041
22.1682
21.9841
21.7506
21.3151
21.263
21.0596
20.9741
20.6312
20.602
20.605
20.9164
20.4784
20.6775
20.5304
20.4758
20.5839
20.5146
20.4319
19.3485
18.1184
19.3626
19.4047
18.8465
18.8888
18.6911
18.3358
18.3046
18.3
18.5082
18.4814
18.082
17.2712
17.296
17.0417
15.867
15.9257
15.8708
15.7974
15.3649
15.34
15.8526
15.7465
15.3816
15.5117
15.4866
15.4842
14.7795
15.2276
14.643
14.9176
14.9255
15.1338
14.7614
14.6663
14.7123
14.4655
14.3364
14.2932
14.0554
14.3151
14.311
14.0443
13.8709
14.0906
14.1288
14.169
14.2696
13.4858
14.6662
14.5065
13.906
14.0467
13.7737
15.3193
15.6671
15.8526
15.7134
15.9432
14.0934
18.6052
18.8875
18.8876
19.065
20.0188
18.219
17.3649
16.1745
16.1024
16.0883
16.1887
16.5076
16.1771
15.9128
14.7271
14.9055
14.9694
14.9153
15.0394
14.9531
15.9697
15.9452
16.0485
16.1161
16.355
16.2052
15.2801
14.9086
14.7596
14.7572
15.1241
15.055
14.3561
15.0301
15.1479
15.1792
15.3635
15.697
15.5558
15.4275
15.4428
15.1153
13.7209
13.7634
14.1852
14.2294
15.5405
18.3524
18.3706
18.321
18.1022
18.2024
18.3301
18.1007
18.8693
19.3157
18.0934
18.7431
17.4069
16.5744
16.0302
16.0951
16.0458
15.6888
15.5976
15.6442
15.5774
15.1672
14.6598
14.3835
14.7665
14.5265
14.0684
