MCS
15
13
13
13
13
13
11
11
11
11
11
8
8
11
13
11
11
11
11
11
11
11
8
11
11
11
11
11
11
11
11
13
13
13
13
13
11
13
13
13
13
13
8
11
11
11
11
11
13
11
13
13
13
13
13
13
13
13
13
13
13
13
13
13
13
11
11
13
13
13
13
15
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
20
18
15
15
15
15
15
15
15
15
15
15
13
15
15
15
15
13
13
13
13
15
15
15
15
15
15
15
15
15
18
18
18
18
18
18
18
15
15
15
18
20
20
20
20
20
20
20
20
20
20
20
20
20
18
18
18
15
15
13
13
13
13
13
13
13
15
15
15
15
13
13
13
13
13
15
15
15
15
15
15
15
15
15
15
15
15
15
13
13
13
13
13
13
13
13
15
15
13
13
15
15
15
13
15
13
15
13
13
13
13
13
15
15
13
18
18
18
18
18
18
18
15
15
15
15
15
15
15
15
15
13
13
13
13
13
13
13
13
13
13
11
11
11
11
8
8
8
13
11
11
11
13
13
13
13
15
15
15
15
15
15
15
18
18
18
18
18
18
18
18
15
15
15
18
18
18
18
18
18
20
20
20
20
20
20
20
20
20
20
20
20
20
18
18
18
18
18
15
18
18
15
15
15
15
15
18
15
15
15
15
15
18
18
18
18
18
18
18
15
15
15
15
15
15
18
18
18
13
13
13
13
13
11
11
11
11
11
11
11
11
11
13
15
15
13
13
15
13
13
13
13
11
13
15
15
15
15
15
15
15
15
15
15
15
15
18
15
18
18
18
15
20
20
20
20
20
20
20
20
20
22
22
22
22
24
24
24
24
22
22
22
22
20
20
22
20
22
24
24
22
22
22
22
22
22
22
22
22
24
24
24
22
22
22
22
22
22
22
22
20
20
20
20
22
22
22
22
22
22
22
22
22
22
22
22
20
20
20
20
20
20
20
20
20
20
20
20
20
22
20
20
20
20
20
20
20
20
20
20
18
18
18
20
20
20
20
20
18
18
18
15
15
15
15
15
15
15
15
15
15
18
18
15
15
15
15
15
15
15
15
15
15
15
13
11
11
11
11
11
11
11
11
11
11
11
13
13
13
13
13
13
13
13
13
13
13
13
13
13
11
11
11
13
15
13
15
15
13
13
13
13
15
13
13
11
11
11
11
11
8
8
8
8
11
11
13
13
13
13
13
13
13
13
13
13
13
11
11
11
13
13
13
13
15
13
13
13
13
13
11
11
11
11
11
13
13
13
8
8
8
8
8
8
4
6
8
8
8
8
6
6
6
6
8
8
8
8
4
4
4
4
6
6
8
6
6
8
8
8
8
8
8
11
11
11
11
13
11
11
13
13
13
11
13
15
15
15
18
18
15
18
18
18
18
18
18
18
18
18
20
20
20
20
18
20
18
18
20
20
20
18
20
20
20
18
18
18
18
18
18
18
20
20
20
22
22
22
22
22
24
24
22
22
22
22
22
22
22
22
24
24
24
24
24
24
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
20
20
20
20
18
20
18
18
15
15
18
15
15
13
15
15
18
18
20
20
20
18
18
18
18
18
18
18
18
18
18
18
18
18
